time,cstrategy,dd
2019-04-15,4267.0,-563.0
2019-04-16,4124.0,-706.0
2019-04-17,4258.0,-572.0
2019-04-18,4258.0,-572.0
2019-04-19,,
2019-04-20,,
2019-04-21,,
2019-04-22,4236.0,-594.0
2019-04-23,4236.0,-594.0
2019-04-24,4482.0,-348.0
2019-04-25,4453.0,-377.0
2019-04-26,4472.0,-358.0
2019-04-27,,
2019-04-28,,
2019-04-29,4472.0,-358.0
2019-04-30,4422.0,-408.0
2019-05-01,,
2019-05-02,4422.0,-408.0
2019-05-03,4651.0,-179.0
2019-05-04,,
2019-05-05,,
2019-05-06,4517.0,-313.0
2019-05-07,5286.0,0.0
2019-05-08,5592.0,0.0
2019-05-09,5587.0,-5.0
2019-05-10,5473.0,-119.0
2019-05-11,,
2019-05-12,,
2019-05-13,6885.0,0.0
2019-05-14,6885.0,0.0
2019-05-15,6938.0,-9.0
2019-05-16,6795.0,-181.0
2019-05-17,6390.0,-586.0
2019-05-18,,
2019-05-19,,
2019-05-20,6542.0,-434.0
2019-05-21,6461.0,-515.0
2019-05-22,6461.0,-515.0
2019-05-23,6441.0,-535.0
2019-05-24,6566.0,-410.0
2019-05-25,,
2019-05-26,,
2019-05-27,6336.0,-640.0
2019-05-28,6198.0,-778.0
2019-05-29,6096.0,-880.0
2019-05-30,6100.0,-876.0
2019-05-31,6031.0,-945.0
2019-06-01,,
2019-06-02,,
2019-06-03,5953.0,-1023.0
2019-06-04,5983.0,-993.0
2019-06-05,5712.0,-1264.0
2019-06-06,5690.0,-1286.0
2019-06-07,5690.0,-1286.0
2019-06-08,,
2019-06-09,,
2019-06-10,5723.0,-1253.0
2019-06-11,5769.0,-1207.0
2019-06-12,5688.0,-1288.0
2019-06-13,5643.0,-1333.0
2019-06-14,5643.0,-1333.0
2019-06-15,,
2019-06-16,,
2019-06-17,5656.0,-1320.0
2019-06-18,5763.0,-1213.0
2019-06-19,6051.0,-925.0
2019-06-20,,
2019-06-21,6039.0,-937.0
2019-06-22,,
2019-06-23,,
2019-06-24,6046.0,-930.0
2019-06-25,6231.0,-745.0
2019-06-26,6161.0,-815.0
2019-06-27,6093.0,-883.0
2019-06-28,6116.0,-860.0
2019-06-29,,
2019-06-30,,
2019-07-01,5977.0,-999.0
2019-07-02,5896.0,-1080.0
2019-07-03,5864.0,-1112.0
2019-07-04,6187.0,-789.0
2019-07-05,6187.0,-789.0
2019-07-06,,
2019-07-07,,
2019-07-08,6200.0,-776.0
2019-07-09,,
2019-07-10,6360.0,-616.0
2019-07-11,6323.0,-653.0
2019-07-12,6297.0,-679.0
2019-07-13,,
2019-07-14,,
2019-07-15,6336.0,-640.0
2019-07-16,6364.0,-612.0
2019-07-17,6364.0,-612.0
2019-07-18,6503.0,-473.0
2019-07-19,6612.0,-364.0
2019-07-20,,
2019-07-21,,
2019-07-22,6531.0,-445.0
2019-07-23,6319.0,-657.0
2019-07-24,6324.0,-652.0
2019-07-25,6257.0,-719.0
2019-07-26,6318.0,-658.0
2019-07-27,,
2019-07-28,,
2019-07-29,6759.0,-217.0
2019-07-30,6739.0,-237.0
2019-07-31,6739.0,-237.0
2019-08-01,6739.0,-237.0
2019-08-02,6779.0,-197.0
2019-08-03,,
2019-08-04,,
2019-08-05,6698.0,-278.0
2019-08-06,6776.0,-200.0
2019-08-07,6802.0,-174.0
2019-08-08,7069.0,0.0
2019-08-09,7069.0,0.0
2019-08-10,,
2019-08-11,,
2019-08-12,7181.0,0.0
2019-08-13,7096.0,-85.0
2019-08-14,7104.0,-77.0
2019-08-15,6892.0,-289.0
2019-08-16,6887.0,-294.0
2019-08-17,,
2019-08-18,,
2019-08-19,6725.0,-456.0
2019-08-20,6947.0,-234.0
2019-08-21,7276.0,0.0
2019-08-22,7204.0,-72.0
2019-08-23,7101.0,-175.0
2019-08-24,,
2019-08-25,,
2019-08-26,6919.0,-357.0
2019-08-27,6433.0,-843.0
2019-08-28,6449.0,-827.0
2019-08-29,6760.0,-516.0
2019-08-30,6802.0,-474.0
2019-08-31,,
2019-09-01,,
2019-09-02,6643.0,-633.0
2019-09-03,6562.0,-714.0
2019-09-04,6491.0,-785.0
2019-09-05,6761.0,-515.0
2019-09-06,6743.0,-533.0
2019-09-07,,
2019-09-08,,
2019-09-09,6743.0,-533.0
2019-09-10,6563.0,-713.0
2019-09-11,6568.0,-708.0
2019-09-12,6775.0,-501.0
2019-09-13,6691.0,-585.0
2019-09-14,,
2019-09-15,,
2019-09-16,6397.0,-879.0
2019-09-17,6583.0,-693.0
2019-09-18,6614.0,-662.0
2019-09-19,6550.0,-726.0
2019-09-20,6550.0,-726.0
2019-09-21,,
2019-09-22,,
2019-09-23,6583.0,-693.0
2019-09-24,6583.0,-693.0
2019-09-25,6609.0,-667.0
2019-09-26,6389.0,-887.0
2019-09-27,6666.0,-610.0
2019-09-28,,
2019-09-29,,
2019-09-30,6666.0,-610.0
2019-10-01,6666.0,-610.0
2019-10-02,6685.0,-591.0
2019-10-03,6676.0,-600.0
2019-10-04,6409.0,-867.0
2019-10-05,,
2019-10-06,,
2019-10-07,6769.0,-507.0
2019-10-08,7180.0,-96.0
2019-10-09,7025.0,-251.0
2019-10-10,7150.0,-126.0
2019-10-11,6988.0,-288.0
2019-10-12,,
2019-10-13,,
2019-10-14,7201.0,-75.0
2019-10-15,8465.0,0.0
2019-10-16,8346.0,-144.0
2019-10-17,7983.0,-507.0
2019-10-18,7989.0,-501.0
2019-10-19,,
2019-10-20,,
2019-10-21,8651.0,0.0
2019-10-22,8710.0,0.0
2019-10-23,8668.0,-42.0
2019-10-24,8693.0,-17.0
2019-10-25,8665.0,-45.0
2019-10-26,,
2019-10-27,,
2019-10-28,8860.0,0.0
2019-10-29,8692.0,-168.0
2019-10-30,9003.0,-18.0
2019-10-31,8752.0,-269.0
2019-11-01,8752.0,-269.0
2019-11-02,,
2019-11-03,,
2019-11-04,8752.0,-269.0
2019-11-05,8495.0,-526.0
2019-11-06,8489.0,-532.0
2019-11-07,8454.0,-567.0
2019-11-08,8741.0,-280.0
2019-11-09,,
2019-11-10,,
2019-11-11,8856.0,-165.0
2019-11-12,8630.0,-391.0
2019-11-13,8244.0,-777.0
2019-11-14,8233.0,-788.0
2019-11-15,,
2019-11-16,,
2019-11-17,,
2019-11-18,8732.0,-289.0
2019-11-19,8639.0,-382.0
2019-11-20,,
2019-11-21,10159.0,0.0
2019-11-22,10518.0,0.0
2019-11-23,,
2019-11-24,,
2019-11-25,10377.0,-141.0
2019-11-26,10942.0,0.0
2019-11-27,10711.0,-231.0
2019-11-28,10678.0,-264.0
2019-11-29,10604.0,-338.0
2019-11-30,,
2019-12-01,,
2019-12-02,10604.0,-338.0
2019-12-03,10580.0,-362.0
2019-12-04,10580.0,-362.0
2019-12-05,10620.0,-322.0
2019-12-06,10612.0,-330.0
2019-12-07,,
2019-12-08,,
2019-12-09,10513.0,-429.0
2019-12-10,10548.0,-394.0
2019-12-11,10540.0,-402.0
2019-12-12,10306.0,-636.0
2019-12-13,10387.0,-555.0
2019-12-14,,
2019-12-15,,
2019-12-16,12062.0,0.0
2019-12-17,11985.0,-77.0
2019-12-18,12246.0,0.0
2019-12-19,12268.0,0.0
2019-12-20,12268.0,0.0
2019-12-21,,
2019-12-22,,
2019-12-23,13498.0,0.0
2019-12-24,,
2019-12-25,,
2019-12-26,13501.0,-191.0
2019-12-27,13177.0,-515.0
2019-12-28,,
2019-12-29,,
2019-12-30,13470.0,-222.0
2019-12-31,,
2020-01-01,,
2020-01-02,13657.0,-35.0
2020-01-03,13333.0,-359.0
2020-01-04,,
2020-01-05,,
2020-01-06,13223.0,-469.0
2020-01-07,13194.0,-498.0
2020-01-08,13079.0,-613.0
2020-01-09,12998.0,-694.0
2020-01-10,13252.0,-440.0
2020-01-11,,
2020-01-12,,
2020-01-13,13281.0,-411.0
2020-01-14,13093.0,-599.0
2020-01-15,12984.0,-708.0
2020-01-16,12870.0,-822.0
2020-01-17,13513.0,-179.0
2020-01-18,,
2020-01-19,,
2020-01-20,13620.0,-72.0
2020-01-21,13538.0,-154.0
2020-01-22,13693.0,0.0
2020-01-23,13783.0,0.0
2020-01-24,13621.0,-162.0
2020-01-25,,
2020-01-26,,
2020-01-27,13886.0,0.0
2020-01-28,13369.0,-517.0
2020-01-29,13436.0,-450.0
2020-01-30,14820.0,0.0
2020-01-31,14577.0,-243.0
2020-02-01,,
2020-02-02,,
2020-02-03,14577.0,-243.0
2020-02-04,14582.0,-238.0
2020-02-05,14362.0,-458.0
2020-02-06,14066.0,-754.0
2020-02-07,14299.0,-521.0
2020-02-08,,
2020-02-09,,
2020-02-10,14224.0,-596.0
2020-02-11,13981.0,-839.0
2020-02-12,13660.0,-1160.0
2020-02-13,13621.0,-1199.0
2020-02-14,13621.0,-1199.0
2020-02-15,,
2020-02-16,,
2020-02-17,13503.0,-1317.0
2020-02-18,14806.0,-14.0
2020-02-19,14730.0,-90.0
2020-02-20,14526.0,-294.0
2020-02-21,14445.0,-375.0
2020-02-22,,
2020-02-23,,
2020-02-24,,
2020-02-25,,
2020-02-26,14268.0,-552.0
2020-02-27,15084.0,0.0
2020-02-28,14679.0,-405.0
2020-02-29,,
2020-03-01,,
2020-03-02,14112.0,-972.0
2020-03-03,13788.0,-1296.0
2020-03-04,13496.0,-1588.0
2020-03-05,15346.0,-243.0
2020-03-06,14698.0,-891.0
2020-03-07,,
2020-03-08,,
2020-03-09,14616.0,-973.0
2020-03-10,15703.0,-81.0
2020-03-11,15378.0,-406.0
2020-03-12,15378.0,-406.0
2020-03-13,14973.0,-811.0
2020-03-14,,
2020-03-15,,
2020-03-16,14730.0,-1054.0
2020-03-17,14640.0,-1144.0
2020-03-18,15189.0,-595.0
2020-03-19,14986.0,-798.0
2020-03-20,14743.0,-1041.0
2020-03-21,,
2020-03-22,,
2020-03-23,14500.0,-1284.0
2020-03-24,14475.0,-1309.0
2020-03-25,14384.0,-1400.0
2020-03-26,14222.0,-1562.0
2020-03-27,14000.0,-1784.0
2020-03-28,,
2020-03-29,,
2020-03-30,14000.0,-1784.0
2020-03-31,14444.0,-1340.0
2020-04-01,14201.0,-1583.0
2020-04-02,14201.0,-1583.0
2020-04-03,14162.0,-1622.0
2020-04-04,,
2020-04-05,,
2020-04-06,13676.0,-2108.0
2020-04-07,13400.0,-2384.0
2020-04-08,13238.0,-2546.0
2020-04-09,13238.0,-2546.0
2020-04-10,,
2020-04-11,,
2020-04-12,,
2020-04-13,13788.0,-1996.0
2020-04-14,13514.0,-2270.0
2020-04-15,13445.0,-2339.0
2020-04-16,13275.0,-2509.0
2020-04-17,13684.0,-2100.0
2020-04-18,,
2020-04-19,,
2020-04-20,13684.0,-2100.0
2020-04-21,,
2020-04-22,13702.0,-2082.0
2020-04-23,13540.0,-2244.0
2020-04-24,13378.0,-2406.0
2020-04-25,,
2020-04-26,,
2020-04-27,13350.0,-2434.0
2020-04-28,13345.0,-2439.0
2020-04-29,13603.0,-2181.0
2020-04-30,13576.0,-2208.0
2020-05-01,,
2020-05-02,,
2020-05-03,,
2020-05-04,13656.0,-2128.0
2020-05-05,13348.0,-2436.0
2020-05-06,13251.0,-2533.0
2020-05-07,13170.0,-2614.0
2020-05-08,13168.0,-2616.0
2020-05-09,,
2020-05-10,,
2020-05-11,13421.0,-2363.0
2020-05-12,13875.0,-1909.0
2020-05-13,14207.0,-1577.0
2020-05-14,14864.0,-920.0
2020-05-15,14686.0,-1098.0
2020-05-16,,
2020-05-17,,
2020-05-18,14672.0,-1112.0
2020-05-19,14897.0,-887.0
2020-05-20,14753.0,-1031.0
2020-05-21,14753.0,-1031.0
2020-05-22,14999.0,-785.0
2020-05-23,,
2020-05-24,,
2020-05-25,15131.0,-653.0
2020-05-26,15050.0,-734.0
2020-05-27,15273.0,-511.0
2020-05-28,16248.0,0.0
2020-05-29,16331.0,0.0
2020-05-30,,
2020-05-31,,
2020-06-01,16265.0,-66.0
2020-06-02,16908.0,0.0
2020-06-03,16992.0,-44.0
2020-06-04,16874.0,-162.0
2020-06-05,17051.0,0.0
2020-06-06,,
2020-06-07,,
2020-06-08,17043.0,-28.0
2020-06-09,16957.0,-114.0
2020-06-10,17094.0,0.0
2020-06-11,,
2020-06-12,17750.0,0.0
2020-06-13,,
2020-06-14,,
2020-06-15,17750.0,0.0
2020-06-16,17669.0,-81.0
2020-06-17,17803.0,0.0
2020-06-18,17803.0,0.0
2020-06-19,17789.0,-14.0
2020-06-20,,
2020-06-21,,
2020-06-22,17649.0,-154.0
2020-06-23,17649.0,-154.0
2020-06-24,17649.0,-154.0
2020-06-25,17649.0,-245.0
2020-06-26,18082.0,0.0
2020-06-27,,
2020-06-28,,
2020-06-29,18329.0,-8.0
2020-06-30,18167.0,-170.0
2020-07-01,18167.0,-170.0
2020-07-02,17903.0,-434.0
2020-07-03,17922.0,-415.0
2020-07-04,,
2020-07-05,,
2020-07-06,18134.0,-203.0
2020-07-07,18134.0,-203.0
2020-07-08,18196.0,-141.0
2020-07-09,18197.0,-140.0
2020-07-10,17869.0,-468.0
2020-07-11,,
2020-07-12,,
2020-07-13,20516.0,0.0
2020-07-14,20449.0,-74.0
2020-07-15,20468.0,-131.0
2020-07-16,20487.0,-112.0
2020-07-17,20604.0,0.0
2020-07-18,,
2020-07-19,,
2020-07-20,20624.0,0.0
2020-07-21,20584.0,-40.0
2020-07-22,20709.0,-6.0
2020-07-23,20574.0,-141.0
2020-07-24,20584.0,-131.0
2020-07-25,,
2020-07-26,,
2020-07-27,20503.0,-212.0
2020-07-28,20462.0,-253.0
2020-07-29,20462.0,-253.0
2020-07-30,21042.0,0.0
2020-07-31,20996.0,-46.0
2020-08-01,,
2020-08-02,,
2020-08-03,20856.0,-188.0
2020-08-04,21013.0,-31.0
2020-08-05,20932.0,-112.0
2020-08-06,20865.0,-179.0
2020-08-07,20816.0,-228.0
2020-08-08,,
2020-08-09,,
2020-08-10,20654.0,-390.0
2020-08-11,20869.0,-236.0
2020-08-12,21849.0,0.0
2020-08-13,21782.0,-146.0
2020-08-14,21782.0,-146.0
2020-08-15,,
2020-08-16,,
2020-08-17,21624.0,-304.0
2020-08-18,21346.0,-582.0
2020-08-19,21309.0,-619.0
2020-08-20,20827.0,-1101.0
2020-08-21,20544.0,-1384.0
2020-08-22,,
2020-08-23,,
2020-08-24,20622.0,-1306.0
2020-08-25,20394.0,-1534.0
2020-08-26,20388.0,-1540.0
2020-08-27,20392.0,-1536.0
2020-08-28,20526.0,-1402.0
2020-08-29,,
2020-08-30,,
2020-08-31,21383.0,-545.0
2020-09-01,21338.0,-590.0
2020-09-02,22283.0,0.0
2020-09-03,22283.0,0.0
2020-09-04,21959.0,-324.0
2020-09-05,,
2020-09-06,,
2020-09-07,,
2020-09-08,21959.0,-324.0
2020-09-09,21789.0,-494.0
2020-09-10,23170.0,0.0
2020-09-11,23116.0,-54.0
2020-09-12,,
2020-09-13,,
2020-09-14,22823.0,-347.0
2020-09-15,22823.0,-347.0
2020-09-16,22981.0,-189.0
2020-09-17,22981.0,-189.0
2020-09-18,22995.0,-175.0
2020-09-19,,
2020-09-20,,
2020-09-21,22910.0,-260.0
2020-09-22,22960.0,-210.0
2020-09-23,23341.0,-1.0
2020-09-24,23263.0,-117.0
2020-09-25,23360.0,-20.0
2020-09-26,,
2020-09-27,,
2020-09-28,23511.0,0.0
2020-09-29,23492.0,-23.0
2020-09-30,23487.0,-28.0
2020-10-01,23230.0,-285.0
2020-10-02,23714.0,0.0
2020-10-03,,
2020-10-04,,
2020-10-05,23503.0,-211.0
2020-10-06,23140.0,-574.0
2020-10-07,22887.0,-827.0
2020-10-08,22724.0,-990.0
2020-10-09,22647.0,-1067.0
2020-10-10,,
2020-10-11,,
2020-10-12,,
2020-10-13,22535.0,-1179.0
2020-10-14,22549.0,-1165.0
2020-10-15,22642.0,-1072.0
2020-10-16,22336.0,-1378.0
2020-10-17,,
2020-10-18,,
2020-10-19,22237.0,-1477.0
2020-10-20,22237.0,-1477.0
2020-10-21,22233.0,-1481.0
2020-10-22,22278.0,-1436.0
2020-10-23,22062.0,-1652.0
2020-10-24,,
2020-10-25,,
2020-10-26,22563.0,-1151.0
2020-10-27,24023.0,0.0
2020-10-28,24762.0,0.0
2020-10-29,24842.0,0.0
2020-10-30,24696.0,-146.0
2020-10-31,,
2020-11-01,,
2020-11-02,,
2020-11-03,24370.0,-472.0
2020-11-04,24289.0,-553.0
2020-11-05,24582.0,-260.0
2020-11-06,24550.0,-292.0
2020-11-07,,
2020-11-08,,
2020-11-09,24307.0,-535.0
2020-11-10,24469.0,-373.0
2020-11-11,24307.0,-535.0
2020-11-12,23696.0,-1146.0
2020-11-13,23730.0,-1112.0
2020-11-14,,
2020-11-15,,
2020-11-16,24240.0,-602.0
2020-11-17,24240.0,-602.0
2020-11-18,24934.0,0.0
2020-11-19,24852.0,-130.0
2020-11-20,24690.0,-292.0
2020-11-21,,
2020-11-22,,
2020-11-23,24607.0,-375.0
2020-11-24,24579.0,-403.0
2020-11-25,24579.0,-403.0
2020-11-26,24619.0,-363.0
2020-11-27,25122.0,0.0
2020-11-28,,
2020-11-29,,
2020-11-30,24717.0,-405.0
2020-12-01,24610.0,-512.0
2020-12-02,24608.0,-514.0
2020-12-03,24607.0,-515.0
2020-12-04,24607.0,-515.0
2020-12-05,,
2020-12-06,,
2020-12-07,24862.0,-343.0
2020-12-08,24862.0,-343.0
2020-12-09,24862.0,-343.0
2020-12-10,24700.0,-505.0
2020-12-11,24493.0,-712.0
2020-12-12,,
2020-12-13,,
2020-12-14,24821.0,-384.0
2020-12-15,24763.0,-442.0
2020-12-16,24615.0,-590.0
2020-12-17,24615.0,-590.0
2020-12-18,24327.0,-878.0
2020-12-19,,
2020-12-20,,
2020-12-21,24619.0,-586.0
2020-12-22,24792.0,-413.0
2020-12-23,24839.0,-366.0
2020-12-24,,
2020-12-25,,
2020-12-26,,
2020-12-27,,
2020-12-28,24839.0,-366.0
2020-12-29,24660.0,-545.0
2020-12-30,24631.0,-574.0
2020-12-31,,
2021-01-01,,
2021-01-02,,
2021-01-03,,
2021-01-04,24550.0,-655.0
2021-01-05,24336.0,-869.0
2021-01-06,25730.0,0.0
2021-01-07,28339.0,0.0
2021-01-08,28240.0,-162.0
2021-01-09,,
2021-01-10,,
2021-01-11,27511.0,-891.0
2021-01-12,27393.0,-1009.0
2021-01-13,27069.0,-1333.0
2021-01-14,27069.0,-1333.0
2021-01-15,27426.0,-976.0
2021-01-16,,
2021-01-17,,
2021-01-18,27534.0,-868.0
2021-01-19,27426.0,-976.0
2021-01-20,27426.0,-976.0
2021-01-21,27655.0,-747.0
2021-01-22,27517.0,-885.0
2021-01-23,,
2021-01-24,,
2021-01-25,,
2021-01-26,27873.0,-529.0
2021-01-27,28957.0,-81.0
2021-01-28,29270.0,0.0
2021-01-29,29017.0,-253.0
2021-01-30,,
2021-01-31,,
2021-02-01,28693.0,-577.0
2021-02-02,28450.0,-820.0
2021-02-03,28450.0,-820.0
2021-02-04,28591.0,-679.0
2021-02-05,28280.0,-990.0
2021-02-06,,
2021-02-07,,
2021-02-08,28150.0,-1120.0
2021-02-09,28029.0,-1241.0
2021-02-10,27698.0,-1572.0
2021-02-11,27798.0,-1472.0
2021-02-12,27798.0,-1472.0
2021-02-13,,
2021-02-14,,
2021-02-15,,
2021-02-16,,
2021-02-17,27717.0,-1553.0
2021-02-18,27668.0,-1602.0
2021-02-19,27263.0,-2007.0
2021-02-20,,
2021-02-21,,
2021-02-22,28037.0,-1233.0
2021-02-23,28097.0,-1173.0
2021-02-24,27835.0,-1435.0
2021-02-25,28770.0,-500.0
2021-02-26,29583.0,-243.0
2021-02-27,,
2021-02-28,,
2021-03-01,30556.0,0.0
2021-03-02,30365.0,-324.0
2021-03-03,30558.0,-243.0
2021-03-04,30558.0,-243.0
2021-03-05,30558.0,-243.0
2021-03-06,,
2021-03-07,,
2021-03-08,31810.0,-162.0
2021-03-09,31810.0,-162.0
2021-03-10,32319.0,-60.0
2021-03-11,31752.0,-627.0
2021-03-12,31752.0,-627.0
2021-03-13,,
2021-03-14,,
2021-03-15,31684.0,-695.0
2021-03-16,31758.0,-621.0
2021-03-17,31772.0,-607.0
2021-03-18,31228.0,-1151.0
2021-03-19,31147.0,-1232.0
2021-03-20,,
2021-03-21,,
2021-03-22,31066.0,-1313.0
2021-03-23,31304.0,-1075.0
2021-03-24,32869.0,0.0
2021-03-25,32793.0,-76.0
2021-03-26,32477.0,-392.0
2021-03-27,,
2021-03-28,,
2021-03-29,32476.0,-393.0
2021-03-30,32413.0,-456.0
2021-03-31,32366.0,-503.0
2021-04-01,32902.0,0.0
2021-04-02,,
2021-04-03,,
2021-04-04,,
2021-04-05,32836.0,-66.0
2021-04-06,32483.0,-419.0
2021-04-07,32483.0,-419.0
2021-04-08,32385.0,-517.0
2021-04-09,32223.0,-679.0
2021-04-10,,
2021-04-11,,
2021-04-12,32118.0,-784.0
2021-04-13,32129.0,-773.0
2021-04-14,32032.0,-870.0
2021-04-15,32032.0,-870.0
2021-04-16,31978.0,-924.0
2021-04-17,,
2021-04-18,,
2021-04-19,31971.0,-931.0
2021-04-20,31975.0,-927.0
2021-04-21,,
2021-04-22,31826.0,-1076.0
2021-04-23,31849.0,-1053.0
2021-04-24,,
2021-04-25,,
2021-04-26,31799.0,-1103.0
2021-04-27,31891.0,-1011.0
2021-04-28,32154.0,-748.0
2021-04-29,32164.0,-738.0
2021-04-30,32834.0,-68.0
2021-05-01,,
2021-05-02,,
2021-05-03,32802.0,-100.0
2021-05-04,32588.0,-314.0
2021-05-05,32330.0,-572.0
2021-05-06,32849.0,-53.0
2021-05-07,33367.0,-25.0
2021-05-08,,
2021-05-09,,
2021-05-10,33350.0,-42.0
2021-05-11,33200.0,-272.0
2021-05-12,33219.0,-253.0
2021-05-13,32827.0,-645.0
2021-05-14,32827.0,-645.0
2021-05-15,,
2021-05-16,,
2021-05-17,32661.0,-811.0
2021-05-18,32697.0,-775.0
2021-05-19,32762.0,-710.0
2021-05-20,32585.0,-887.0
2021-05-21,32625.0,-847.0
2021-05-22,,
2021-05-23,,
2021-05-24,32495.0,-977.0
2021-05-25,32407.0,-1065.0
2021-05-26,32160.0,-1312.0
2021-05-27,32161.0,-1311.0
2021-05-28,32102.0,-1370.0
2021-05-29,,
2021-05-30,,
2021-05-31,32071.0,-1401.0
2021-06-01,32055.0,-1417.0
2021-06-02,32031.0,-1441.0
2021-06-03,,
2021-06-04,31885.0,-1587.0
2021-06-05,,
2021-06-06,,
2021-06-07,32305.0,-1167.0
2021-06-08,32305.0,-1167.0
2021-06-09,32370.0,-1102.0
2021-06-10,32340.0,-1132.0
2021-06-11,32447.0,-1025.0
2021-06-12,,
2021-06-13,,
2021-06-14,32380.0,-1092.0
2021-06-15,32380.0,-1092.0
2021-06-16,32380.0,-1092.0
2021-06-17,32452.0,-1020.0
2021-06-18,32567.0,-905.0
2021-06-19,,
2021-06-20,,
2021-06-21,32567.0,-905.0
2021-06-22,33209.0,-263.0
2021-06-23,33120.0,-352.0
2021-06-24,33037.0,-435.0
2021-06-25,32794.0,-678.0
2021-06-26,,
2021-06-27,,
2021-06-28,32761.0,-711.0
2021-06-29,32707.0,-765.0
2021-06-30,32742.0,-730.0
2021-07-01,32596.0,-876.0
2021-07-02,32660.0,-812.0
2021-07-03,,
2021-07-04,,
2021-07-05,32646.0,-826.0
2021-07-06,32646.0,-826.0
2021-07-07,32646.0,-826.0
2021-07-08,32646.0,-826.0
2021-07-09,,
2021-07-10,,
2021-07-11,,
2021-07-12,32646.0,-826.0
2021-07-13,32606.0,-866.0
2021-07-14,32606.0,-866.0
2021-07-15,32606.0,-866.0
2021-07-16,32508.0,-964.0
2021-07-17,,
2021-07-18,,
2021-07-19,33089.0,-383.0
2021-07-20,32860.0,-612.0
2021-07-21,32881.0,-591.0
2021-07-22,32881.0,-591.0
2021-07-23,32752.0,-720.0
2021-07-24,,
2021-07-25,,
2021-07-26,32711.0,-761.0
2021-07-27,32741.0,-731.0
2021-07-28,32741.0,-731.0
2021-07-29,32827.0,-645.0
2021-07-30,32583.0,-889.0
2021-07-31,,
2021-08-01,,
2021-08-02,32266.0,-1206.0
2021-08-03,31942.0,-1530.0
2021-08-04,31820.0,-1652.0
2021-08-05,31866.0,-1606.0
2021-08-06,31866.0,-1606.0
2021-08-07,,
2021-08-08,,
2021-08-09,31728.0,-1744.0
2021-08-10,31643.0,-1829.0
2021-08-11,31648.0,-1824.0
2021-08-12,31507.0,-1965.0
2021-08-13,31511.0,-1961.0
2021-08-14,,
2021-08-15,,
2021-08-16,31546.0,-1926.0
2021-08-17,30953.0,-2519.0
2021-08-18,31658.0,-1814.0
2021-08-19,31525.0,-1947.0
2021-08-20,31525.0,-1947.0
