time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy_2
2023-10-02 10:04:00,2023-10-02 10:06:00,1,2794997694,5,116765.0,1.0,short,2023-10-02 10:24:18,117070.0,-61.0,[sl 117065],18.3,305.0,-305.0,-61.5,-61.5
2023-10-02 10:46:00,2023-10-02 10:48:00,1,2795275194,5,116450.0,1.0,short,2023-10-02 17:54:52,115675.0,155.0,,426.8666666666667,775.0,775.0,154.5,93.0
2023-10-02 11:06:00,2023-10-02 11:08:00,1,2795414297,5,116205.0,1.0,short,2023-10-02 17:54:52,115675.0,106.0,,406.8666666666667,530.0,530.0,105.5,198.5
2023-10-02 11:26:00,2023-10-02 11:28:00,1,2795547949,5,116030.0,1.0,short,2023-10-02 17:54:52,115675.0,71.0,,386.8666666666667,355.0,355.0,70.5,269.0
2023-10-05 10:26:00,2023-10-05 10:28:00,0,2803127291,5,114435.0,1.0,long,2023-10-05 11:17:19,114135.0,-60.0,[sl 114140],49.31666666666667,300.0,-300.0,-60.5,208.5
2023-10-05 10:30:00,2023-10-05 10:32:00,0,2803160322,5,114445.0,1.0,long,2023-10-05 11:11:08,114155.0,-58.0,[sl 114150],39.13333333333333,290.0,-290.0,-58.5,150.0
2023-10-05 10:54:00,2023-10-05 10:56:00,0,2803348112,5,114670.0,1.0,long,2023-10-05 11:02:00,114370.0,-60.0,[sl 114375],6.0,300.0,-300.0,-60.5,89.5
2023-10-05 11:36:00,2023-10-05 11:38:00,1,2803650124,5,113715.0,1.0,short,2023-10-05 17:54:50,113755.0,-8.0,,376.8333333333333,40.0,-40.0,-8.5,81.0
2023-10-06 10:08:00,2023-10-06 10:10:00,1,2805652277,5,112540.0,1.0,short,2023-10-06 10:21:00,112835.0,-59.0,[sl 112835],11.0,295.0,-295.0,-59.5,21.5
2023-10-06 11:00:00,2023-10-06 11:01:59,1,2806122438,5,112160.0,1.0,short,2023-10-06 11:32:17,112450.0,-58.0,[sl 112455],30.3,290.0,-290.0,-58.5,-37.0
2023-10-06 11:10:00,2023-10-06 11:12:00,1,2806204018,5,111980.0,1.0,short,2023-10-06 11:27:02,112280.0,-60.0,[sl 112280],15.033333333333333,300.0,-300.0,-60.5,-97.5
2023-10-10 10:02:00,2023-10-10 10:04:14,0,2811349113,5,115895.0,1.0,long,2023-10-10 17:54:50,116815.0,184.0,,470.6,920.0,920.0,183.5,86.0
2023-10-10 10:32:00,2023-10-10 10:34:05,0,2811582427,5,116230.0,1.0,long,2023-10-10 10:36:25,115975.0,-51.0,[sl 115975],2.3333333333333335,255.0,-255.0,-51.5,34.5
2023-10-10 10:50:00,2023-10-10 10:52:00,0,2811723135,5,116380.0,1.0,long,2023-10-10 17:54:50,116815.0,87.0,,422.8333333333333,435.0,435.0,86.5,121.0
2023-10-13 10:24:00,2023-10-13 10:26:00,1,2817372390,5,116450.0,1.0,short,2023-10-13 10:29:00,116750.0,-60.0,[sl 116750],3.0,300.0,-300.0,-60.5,60.5
2023-10-17 10:22:00,2023-10-17 10:24:00,1,2823180519,5,115700.0,1.0,short,2023-10-17 11:11:03,115995.0,-59.0,[sl 116000],47.05,295.0,-295.0,-59.5,1.0
2023-10-17 10:26:00,2023-10-17 10:28:00,1,2823210580,5,115690.0,1.0,short,2023-10-17 11:11:03,115995.0,-61.0,[sl 115995],43.05,305.0,-305.0,-61.5,-60.5
2023-10-17 11:26:00,2023-10-17 11:28:00,0,2823740258,5,116530.0,1.0,long,2023-10-17 14:43:22,116235.0,-59.0,[sl 116230],195.36666666666667,295.0,-295.0,-59.5,-120.0
2023-10-17 11:34:00,2023-10-17 11:35:59,0,2823803703,5,116610.0,1.0,long,2023-10-17 14:34:15,116305.0,-61.0,[sl 116305],178.26666666666668,305.0,-305.0,-61.5,-181.5
2023-10-17 11:44:00,2023-10-17 11:46:00,0,2823881703,5,116720.0,1.0,long,2023-10-17 14:33:11,116420.0,-60.0,[sl 116420],167.18333333333334,300.0,-300.0,-60.5,-242.0
2023-10-18 11:54:00,2023-10-18 11:56:00,1,2826849703,5,114400.0,1.0,short,2023-10-18 12:22:44,114700.0,-60.0,[sl 114700],26.733333333333334,300.0,-300.0,-60.5,-302.5
