time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy_2
2023-09-11 12:00:00,2023-09-11 12:02:00,1,2765869430,3,117280.0,1.0,short,2023-09-11 17:54:48,118435.0,-231.0,,352.8,1155.0,-1155.0,-231.5,-231.5
2023-09-11 12:38:00,2023-09-11 12:40:00,0,2765994476,3,117205.0,1.0,long,2023-09-11 16:01:04,118475.0,254.0,[tp 118480],201.06666666666666,1270.0,1270.0,253.5,22.0
2023-09-11 12:42:00,2023-09-11 12:44:00,1,2766008532,3,117080.0,1.0,short,2023-09-11 17:54:48,118435.0,-271.0,,310.8,1355.0,-1355.0,-271.5,-249.5
2023-09-11 13:48:00,2023-09-11 13:50:00,0,2766191938,3,117425.0,1.0,long,2023-09-11 17:54:48,118430.0,201.0,,244.8,1005.0,1005.0,200.5,-49.0
2023-09-11 13:54:00,2023-09-11 13:55:59,0,2766210115,3,117485.0,1.0,long,2023-09-11 17:54:48,118430.0,189.0,,238.81666666666666,945.0,945.0,188.5,139.5
2023-09-11 16:04:00,2023-09-11 16:06:00,0,2766682587,3,118470.0,1.0,long,2023-09-11 17:54:48,118430.0,-8.0,,108.8,40.0,-40.0,-8.5,131.0
2023-09-11 16:08:00,2023-09-11 16:10:00,0,2766698528,3,118490.0,1.0,long,2023-09-11 17:54:48,118430.0,-12.0,,104.8,60.0,-60.0,-12.5,118.5
2023-09-11 16:30:00,2023-09-11 16:32:00,1,2766790997,3,118370.0,1.0,short,2023-09-11 17:54:48,118435.0,-13.0,,82.8,65.0,-65.0,-13.5,105.0
2023-09-11 16:34:00,2023-09-11 16:36:00,1,2766809897,3,118335.0,1.0,short,2023-09-11 17:54:48,118435.0,-20.0,,78.8,100.0,-100.0,-20.5,84.5
2023-09-11 16:52:00,2023-09-11 16:54:00,1,2766903661,3,118320.0,1.0,short,2023-09-11 17:54:48,118435.0,-23.0,,60.8,115.0,-115.0,-23.5,61.0
2023-09-11 17:00:00,2023-09-11 17:01:59,1,2766909930,3,118285.0,1.0,short,2023-09-11 17:54:48,118435.0,-30.0,,52.81666666666667,150.0,-150.0,-30.5,30.5
2023-09-11 17:10:00,2023-09-11 17:12:00,0,2766912606,3,118400.0,1.0,long,2023-09-11 17:54:48,118430.0,6.0,,42.8,30.0,30.0,5.5,36.0
2023-09-11 17:40:00,2023-09-11 17:42:00,1,2766923441,3,118400.0,1.0,short,2023-09-11 17:54:48,118435.0,-7.0,,12.8,35.0,-35.0,-7.5,28.5
2023-09-11 17:44:00,2023-09-11 17:45:59,0,2766924765,3,118500.0,1.0,long,2023-09-11 17:54:48,118430.0,-14.0,,8.816666666666666,70.0,-70.0,-14.5,14.0
2023-09-12 12:04:00,2023-09-12 12:06:00,0,2767398518,3,119400.0,1.0,long,2023-09-12 17:54:50,119050.0,-70.0,,348.8333333333333,350.0,-350.0,-70.5,-56.5
2023-09-12 12:34:00,2023-09-12 12:36:00,1,2767495033,3,119310.0,1.0,short,2023-09-12 17:54:50,119055.0,51.0,,318.8333333333333,255.0,255.0,50.5,-6.0
2023-09-12 12:54:00,2023-09-12 12:56:00,1,2767558807,3,119200.0,1.0,short,2023-09-12 17:54:50,119055.0,29.0,,298.8333333333333,145.0,145.0,28.5,22.5
2023-09-12 13:24:00,2023-09-12 13:26:00,0,2767652700,3,119240.0,1.0,long,2023-09-12 17:54:51,119050.0,-38.0,,268.85,190.0,-190.0,-38.5,-16.0
2023-09-12 13:40:00,2023-09-12 13:42:00,1,2767703601,3,119060.0,1.0,short,2023-09-12 17:54:51,119055.0,1.0,,252.85,5.0,5.0,0.5,-15.5
2023-09-12 16:22:00,2023-09-12 16:24:00,1,2768324980,3,119120.0,1.0,short,2023-09-12 17:54:51,119055.0,13.0,,90.85,65.0,65.0,12.5,-3.0
2023-09-12 16:54:00,2023-09-12 16:56:00,0,2768511750,3,119170.0,1.0,long,2023-09-12 17:54:51,119050.0,-24.0,,58.85,120.0,-120.0,-24.5,-27.5
2023-09-12 17:00:00,2023-09-12 17:02:00,0,2768513406,3,119250.0,1.0,long,2023-09-12 17:54:51,119050.0,-40.0,,52.85,200.0,-200.0,-40.5,-68.0
2023-09-12 17:14:00,2023-09-12 17:16:00,1,2768517550,3,119110.0,1.0,short,2023-09-12 17:54:51,119065.0,9.0,,38.85,45.0,45.0,8.5,-59.5
2023-09-12 17:30:00,2023-09-12 17:32:00,0,2768523473,3,119195.0,1.0,long,2023-09-12 17:54:51,119050.0,-29.0,,22.85,145.0,-145.0,-29.5,-89.0
